brand,logo,category,name,description,image,color
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #08,4U2 Matte Balm 4.75g #08 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210369453128.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206668935880.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #14,4U2 Matte Balm 4.75g #14 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210370965704.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206669065880.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #01,4U2 Matte Balm 4.75g #01 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210365217699.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206669172302.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #04,4U2 Matte Balm 4.75g #04 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210368522604.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206668841534.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #13,4U2 Matte Balm 4.75g #13 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210370606869.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206669042747.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #10,4U2 Matte Balm 4.75g #10 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210369947365.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206668971064.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 My Mate Gloss & Matte 3g #06 The Unknown,4U2 My Mate Gloss & Matte 3g #06 The Unknown ลิควิดลิปสติก จากโฟร์ยูทู ที่มาพร้อม 2 เนื้อสัมผัส มอบสัมผัสการทาที่เรียบลื่น ประกอบด้วยลิปเนื้อแมทให้สีสันสดชัด ติดทนนาน ไม่เลอะเลือนระหว่างวัน และลิปกลอสฉ่ำวาว เปล่งประกาย สัมผัสเบาสบาย,https://s2.konvy.com/static/team/2023/0411/16811830102689.jpg,https://s2.konvy.com/static/team_related/2023/0424/16823027988581.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #02,4U2 Matte Balm 4.75g #02 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210365441653.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206668791555.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #12,4U2 Matte Balm 4.75g #12 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210370345292.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206669014200.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #06,4U2 Matte Balm 4.75g #06 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210368993754.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206668893703.jpg
