brand,logo,category,name,description,image,color
Laka,https://s2.konvy.com/static/category/2024/0209/17074542999380.jpg,Lips,Laka Jelling Nude Gloss 4.5g #306 Angel Ring,Laka Jelling Nude Gloss 4.5g #306 Angel Ring ลิปกลอสเจลลี่ จากลากะ มอบความชุ่มชื้น พร้อมให้สีที่ชัดเจน ช่วยให้ริมฝีปากอวบอิ่ม,https://s2.konvy.com/static/team/2024/0208/17073739439418.jpg,"[(216, 118, 129)]"
2P Original,https://s2.konvy.com/static/category/2021/1201/16383344729529.jpg,Lips,2P Original Oh My Gloss Stick 2.5g #Gs-08,2P Original Oh My Gloss Stick 2.5g #Gs-08 พร้อมให้ทุกคนได้สัมผัสนวัตกรรมใหม่จากทูพีออริจินิลกับลิปกลอสสีแบบแท่ง เมื่อเนื้อลิปสัมผัสลงบนริมฝีปากแล้วลิปจะละลายแวววาวเหมือนน้ำกลิ้งบนริมฝีปาก สีบางเบาไม่เหนียวเหนอะหนะ ทำให้ริมฝีปากดูเงางาม,https://s2.konvy.com/static/team/2024/0619/17187661081334.jpg,"[(215, 118, 150)]"
2P Original,https://s2.konvy.com/static/category/2021/1201/16383344729529.jpg,Lips,2P Original Oh My Gloss Stick 2.5g #Gs-07,2P Original Oh My Gloss Stick 2.5g #Gs-07 พร้อมให้ทุกคนได้สัมผัสนวัตกรรมใหม่จากทูพีออริจินิลกับลิปกลอสสีแบบแท่ง เมื่อเนื้อลิปสัมผัสลงบนริมฝีปากแล้วลิปจะละลายแวววาวเหมือนน้ำกลิ้งบนริมฝีปาก สีบางเบาไม่เหนียวเหนอะหนะ ทำให้ริมฝีปากดูเงางาม,https://s2.konvy.com/static/team/2024/0619/17187662097049.jpg,"[(202, 112, 132)]"
2P Original,https://s2.konvy.com/static/category/2021/1201/16383344729529.jpg,Lips,2P Original Oh My Gloss Stick 2.5g #Gs-02,2P Original Oh My Gloss Stick 2.5g #Gs-02 พร้อมให้ทุกคนได้สัมผัสนวัตกรรมใหม่จากทูพีออริจินิลกับลิปกลอสสีแบบแท่ง เมื่อเนื้อลิปสัมผัสลงบนริมฝีปากแล้วลิปจะละลายแวววาวเหมือนน้ำกลิ้งบนริมฝีปาก สีบางเบาไม่เหนียวเหนอะหนะ ทำให้ริมฝีปากดูเงางาม,https://s2.konvy.com/static/team/2024/0619/17187665053858.jpg,"[(239, 134, 164)]"
Laka,https://s2.konvy.com/static/category/2024/0209/17074542999380.jpg,Lips,Laka Jelling Nude Gloss 4.5g #301 Fig Ring,Laka Jelling Nude Gloss 4.5g #301 Fig Ring ลิปกลอสเจลลี่ จากลากะ มอบความชุ่มชื้น พร้อมให้สีที่ชัดเจน ช่วยให้ริมฝีปากอวบอิ่ม,https://s2.konvy.com/static/team/2024/0208/17073740433877.jpg,"[(162, 73, 80)]"
2P Original,https://s2.konvy.com/static/category/2021/1201/16383344729529.jpg,Lips,2P Original Oh My Gloss Stick 2.5g #Gs-06,2P Original Oh My Gloss Stick 2.5g #Gs-06 พร้อมให้ทุกคนได้สัมผัสนวัตกรรมใหม่จากทูพีออริจินิลกับลิปกลอสสีแบบแท่ง เมื่อเนื้อลิปสัมผัสลงบนริมฝีปากแล้วลิปจะละลายแวววาวเหมือนน้ำกลิ้งบนริมฝีปาก สีบางเบาไม่เหนียวเหนอะหนะ ทำให้ริมฝีปากดูเงางาม,https://s2.konvy.com/static/team/2024/0619/17187662358130.jpg,"[(190, 77, 81)]"
Laka,https://s2.konvy.com/static/category/2024/0209/17074542999380.jpg,Lips,Laka Jelling Nude Gloss 4.5g #303 Peach Ring,Laka Jelling Nude Gloss 4.5g #303 Peach Ring ลิปกลอสเจลลี่ จากลากะ มอบความชุ่มชื้น พร้อมให้สีที่ชัดเจน ช่วยให้ริมฝีปากอวบอิ่ม,https://s2.konvy.com/static/team/2024/0208/17073739995317.jpg,"[(212, 98, 102)]"
Laka,https://s2.konvy.com/static/category/2024/0209/17074542999380.jpg,Lips,Laka Jelling Nude Gloss 4.5g #302 Grape Ring,Laka Jelling Nude Gloss 4.5g #302 Grape Ring ลิปกลอสเจลลี่ จากลากะ มอบความชุ่มชื้น พร้อมให้สีที่ชัดเจน ช่วยให้ริมฝีปากอวบอิ่ม,https://s2.konvy.com/static/team/2024/0208/17073740197410.jpg,"[(215, 85, 101)]"
2P Original,https://s2.konvy.com/static/category/2021/1201/16383344729529.jpg,Lips,2P Original Oh My Gloss Stick 2.5g #Gs-04,2P Original Oh My Gloss Stick 2.5g #Gs-04 พร้อมให้ทุกคนได้สัมผัสนวัตกรรมใหม่จากทูพีออริจินิลกับลิปกลอสสีแบบแท่ง เมื่อเนื้อลิปสัมผัสลงบนริมฝีปากแล้วลิปจะละลายแวววาวเหมือนน้ำกลิ้งบนริมฝีปาก สีบางเบาไม่เหนียวเหนอะหนะ ทำให้ริมฝีปากดูเงางาม,https://s2.konvy.com/static/team/2024/0619/17187664143070.jpg,"[(248, 134, 143)]"
2P Original,https://s2.konvy.com/static/category/2021/1201/16383344729529.jpg,Lips,2P Original Oh My Gloss Stick 2.5g #Gs-01,2P Original Oh My Gloss Stick 2.5g #Gs-01 พร้อมให้ทุกคนได้สัมผัสนวัตกรรมใหม่จากทูพีออริจินิลกับลิปกลอสสีแบบแท่ง เมื่อเนื้อลิปสัมผัสลงบนริมฝีปากแล้วลิปจะละลายแวววาวเหมือนน้ำกลิ้งบนริมฝีปาก สีบางเบาไม่เหนียวเหนอะหนะ ทำให้ริมฝีปากดูเงางาม,https://s2.konvy.com/static/team/2024/0619/17187665377128.jpg,"[(249, 222, 229)]"
