brand,logo,category,name,description,image,color
Laka,https://s2.konvy.com/static/category/2024/0209/17074542999380.jpg,Lips,Laka Fruity Glam Tint 4.5g #122 Rosy Rose,Laka Fruity Glam Tint 4.5g #122 Rosy Rose ลิปทินท์โกลว์ จากลากะ ที่ให้ความประกายแวววาว พร้อมสีสดฉ่ำวาว มอบความชุ่มชื้นบางเบา และอุดมด้วยวิตามินบำรุงทำให้ริมฝีปากเนียนนุ่มขึ้น,https://s2.konvy.com/static/team/2024/0705/17201443261735.jpg,"[(192, 79, 90)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Jelly Tint 4g #04 Juicy Fresh,4U2 Jelly Tint 4g #04 Juicy Fresh ลิปทินท์เนื้อเจลลี่ เนียนนุ่มละมุนบนริมฝีปาก จากโฟร์ยูทู สีสวยสดชัด ด้วยเทคโนโลยี Air Soft Flex Film ช่วยสร้างชั้นฟิล์มสัมผัสนุ่มละมุนเคลือบริมฝีปากแบบแนบสนิท ติดทนนาน พร้อมมอบความชุ่มชื่น เปล่งปลั่งให้กับริมฝีปากได้อย่างมีประสิทธิภาพ,https://s2.konvy.com/static/team/2022/1028/16669407856499.jpg,"[(247, 117, 122)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Jelly Tint 4g #06 M&M,4U2 Jelly Tint 4g #06 M&M ลิปทินท์เนื้อเจลลี่ เนียนนุ่มละมุนบนริมฝีปาก จากโฟร์ยูทู สีสวยสดชัด ด้วยเทคโนโลยี Air Soft Flex Film ช่วยสร้างชั้นฟิล์มสัมผัสนุ่มละมุนเคลือบริมฝีปากแบบแนบสนิท ติดทนนาน พร้อมมอบความชุ่มชื่น เปล่งปลั่งให้กับริมฝีปากได้อย่างมีประสิทธิภาพ,https://s2.konvy.com/static/team/2022/1028/16669407532800.jpg,"[(223, 126, 103)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Jelly Tint 4g #16 Berry Berry,4U2 Jelly Tint 4g #16 Berry Berry ลิปทินท์เนื้อเจลลี่ เนียนนุ่มละมุนบนริมฝีปาก จากโฟร์ยูทู ให้สีสวยสดชัดแนบเนียนสนิท ด้วยเทคโนโลยี Air Soft Flex Film ที่ช่วยสร้างชั้นฟิล์มสัมผัสนุ่มละมุนเคลือบริมฝีปากแบบแนบสนิท พร้อมมอบความชุ่มชื้น เปล่งปลั่งให้กับริมฝีปาก,https://s2.konvy.com/static/team/2023/0320/16792986353972.jpg,"[(198, 60, 61)]"
2P Original,https://s2.konvy.com/static/category/2021/1201/16383344729529.jpg,Lips,2P Original Oh My Tint Velvet & Smooth 2.2g #OMT16,2P Original Oh My Tint Velvet & Smooth 2.2g #OMT16 ลิปกำมะหยี่ เนื้อละมุน จากทูพี ออริจินอล มาพร้อมกับขนแปรงที่นุ่มฟูขึ้น และกลิ่นชูการ์แคนดี้หอมอ่อนๆ ให้สัมผัสนุ่มลื่นเบาสบายปาก ทาง่าย ไม่ตกร่อง สีละมุน เมื่อทาจะให้ลุคเหมือนสาวเกาหลี มาพร้อมเม็ดสีเข้มข้น ให้ริมฝีปากดูโดดเด่นและติดทนนาน,https://s2.konvy.com/static/team/2024/0112/17050321859245.jpg,"[(211, 89, 110)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Jelly Tint 4g #02 Sweet Candy,4U2 Jelly Tint 4g #02 Sweet Candy ลิปทินท์เนื้อเจลลี่ เนียนนุ่มละมุนบนริมฝีปาก จากโฟร์ยูทู สีสวยสดชัด ด้วยเทคโนโลยี Air Soft Flex Film ช่วยสร้างชั้นฟิล์มสัมผัสนุ่มละมุนเคลือบริมฝีปากแบบแนบสนิท ติดทนนาน พร้อมมอบความชุ่มชื่น เปล่งปลั่งให้กับริมฝีปากได้อย่างมีประสิทธิภาพ,https://s2.konvy.com/static/team/2022/1111/16681564184443.jpg,"[(253, 124, 132)]"
SASI,https://s2.konvy.com/static/category/2021/0510/16206364148516.jpg,Lips,SASI Jolly Sweet Lip Tint 3g #04 Strawberry,SASI Jolly Sweet Lip Tint 3g #04 Strawberry สนุก สดใส ไม่ซ้ำด้วยลิปทินท์สูตรน้ำ จากศศิ เนื้อแน่น สีชัด ติดทน เบาสบายปาก แค่ปาดเดียวก็เอาอยู่ทั้งวัน พร้อมบำรุงให้ริมฝีปากชุ่มชื่น อ่อนนุ่ม ดูอวบอิ่ม ด้วยกลีเซอรีน และอโลเวร่า เพิ่มความสนุกด้วยการแต้มทินท์ที่พวงแก้ม ช่วยคอมพลีทลุคให้สวยสดใสตลอดวัน,https://s2.konvy.com/static/team/2024/0515/17157479564961.jpg,"[(201, 70, 109)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Jelly Tint 4g #12 Heart Beat,4U2 Jelly Tint 4g #12 Heart Beat ลิปทินท์เนื้อเจลลี่ เนียนนุ่มละมุนบนริมฝีปาก จากโฟร์ยูทู ให้สีสวยสดชัดแนบเนียนสนิท ด้วยเทคโนโลยี Air Soft Flex Film ที่ช่วยสร้างชั้นฟิล์มสัมผัสนุ่มละมุนเคลือบริมฝีปากแบบแนบสนิท พร้อมมอบความชุ่มชื้น เปล่งปลั่งให้กับริมฝีปาก,https://s2.konvy.com/static/team/2023/0320/16792985627323.jpg,"[(224, 79, 88)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Love You Babe Tint Matte 2.6g #18 Bye Bye,4U2 Love You Babe Tint Matte 2.6g #18 Bye Bye ลิปทินท์แมท จากโฟร์ยูทู เนื้อเนียนนุ่ม บางเบา เกลี่ยง่าย ไม่ตกร่องเรียบเนียนไปกับริมฝีปาก กลบสีปากคล้ำได้สนิท ติดทนนานตลอดวัน ผสานการบำรุงช่วยให้ริมฝีปากชุ่มชื่น ดูสุขภาพดีอย่างเป็นธรรมชาติ,https://s2.konvy.com/static/team/2023/1127/17010685423831.jpg,"[(174, 62, 61)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Serum Tint Oil 3g #11 Most Favorite,4U2 Serum Tint Oil 3g #11 Most Favorite ลิปทินท์เนื้อฉ่ำวาว จากโฟร์ยูทู เติมสีสันให้เรียวปากสวยดูสุขภาพดี เนื้อบางเบา ด้วยสูตรพิเศษ Infuse Liquid Oil มอบความชุ่มชื้นฉ่ำวาวมีมิติ,https://s2.konvy.com/static/team/2023/1231/17040402364992.jpg,"[(225, 108, 130)]"
