brand,logo,category,name,description,image,color
2P Original,https://s2.konvy.com/static/category/2021/1201/16383344729529.jpg,Lips,2P Original Oh My Tint Velvet & Smooth 2.2g #OMT01,2P Original Oh My Tint Velvet & Smooth 2.2g #OMT01 ลิปทินท์เนื้อละมุน แพ็คเกจใหม่มาพร้อมกับขนแปรงที่นุ่มฟูขึ้น และกลิ่น CANDY หอมอ่อนๆ จากทูพี ออริจินอล  เนื้อนุ่มลื่น ละมุน บางเบา แบบดั้งเดิม ปกปิดริมฝีปากดำคล้ำ สีแน่นชัด ติดทนนาน,https://s2.konvy.com/static/team/2022/0905/16623623206541.jpg,"[(191, 86, 93)]"
Cathy Doll,https://s2.konvy.com/static/category/2021/0224/16141539407049.jpg,Lips,Cathy Doll Vit C Water Tint 2.7g #06 Raspberry,Cathy Doll Vit C Water Tint 2.7g #06 Raspberry เรียวปากสวยสดใสด้วยลิปทินท์น้ำแร่ จากเคที่ ดอลล์ เกลี่ยง่าย เบาสบายไม่เหนียวเหนอะหนะ สีชัด ติดทนนานตลอดวัน พร้อมบำรุงขั้นสุดด้วยวิตามินซีเข้มข้น,https://s2.konvy.com/static/team/2022/0906/16624347376312.jpg,"[(177, 12, 60)]"
Laka,https://s2.konvy.com/static/category/2024/0209/17074542999380.jpg,Lips,Laka Fruity Glam Tint 4.5g #102 Dewy,Laka Fruity Glam Tint 4.5g #102 Dewy ลิปทินท์โกลว์ จากลากะ ที่ให้ความประกายแวววาว พร้อมสีสดฉ่ำวาว มอบความชุ่มชื้นบางเบา และอุดมด้วยวิตามินบำรุงทำให้ริมฝีปากเนียนนุ่มขึ้น,https://s2.konvy.com/static/team/2024/0208/17073745739728.jpg,"[(155, 68, 91)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Jelly Tint 4g #08 Soda Pop,4U2 Jelly Tint 4g #08 Soda Pop ลิปทินท์เนื้อเจลลี่ เนียนนุ่มละมุนบนริมฝีปาก จากโฟร์ยูทู สีสวยสดชัด ด้วยเทคโนโลยี Air Soft Flex Film ช่วยสร้างชั้นฟิล์มสัมผัสนุ่มละมุนเคลือบริมฝีปากแบบแนบสนิท ติดทนนาน พร้อมมอบความชุ่มชื่น เปล่งปลั่งให้กับริมฝีปากได้อย่างมีประสิทธิภาพ,https://s2.konvy.com/static/team/2022/1028/16669407234845.jpg,"[(198, 79, 99)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Jelly Tint 4g #18 Raspberry Jam,4U2 Jelly Tint 4g #18 Raspberry Jam ลิปทินท์เนื้อเจลลี่ เนียนนุ่มละมุนบนริมฝีปาก จากโฟร์ยูทู ให้สีสวยสดชัด ด้วยเทคโนโลยี Air Soft Flex Film ช่วยสร้างชั้นฟิล์มสัมผัสนุ่มละมุนเคลือบริมฝีปากแบบแนบสนิท ติดทนนาน พร้อมมอบความชุ่มชื่น เปล่งปลั่งให้กับริมฝีปาก,https://s2.konvy.com/static/team/2024/0126/17062638191408.jpg,"[(206, 82, 121)]"
SASI,https://s2.konvy.com/static/category/2021/0510/16206364148516.jpg,Lips,SASI Jolly Sweet Lip Tint 3g #03 Cheery Red,SASI Jolly Sweet Lip Tint 3g #03 Cheery Red สนุก สดใส ไม่ซ้ำด้วยลิปทินท์สูตรน้ำ จากศศิ เนื้อแน่น สีชัด ติดทน เบาสบายปาก แค่ปาดเดียวก็เอาอยู่ทั้งวัน พร้อมบำรุงให้ริมฝีปากชุ่มชื่น อ่อนนุ่ม ดูอวบอิ่ม ด้วยกลีเซอรีน และอโลเวร่า เพิ่มความสนุกด้วยการแต้มทินท์ที่พวงแก้ม ช่วยคอมพลีทลุคให้สวยสดใสตลอดวัน,https://s2.konvy.com/static/team/2024/0515/17157479703349.jpg,"[(85, 23, 44)]"
2P Original,https://s2.konvy.com/static/category/2021/1201/16383344729529.jpg,Lips,2P Original Oh My Tint Velvet & Smooth 2.2g #OMT11,2P Original Oh My Tint Velvet & Smooth 2.2g #OMT11 ลิปทินท์เนื้อละมุน แพ็คเกจใหม่มาพร้อมกับขนแปรงที่นุ่มฟูขึ้น และกลิ่น CANDY หอมอ่อนๆ จากทูพี ออริจินอล  เนื้อนุ่มลื่น ละมุน บางเบา แบบดั้งเดิม ปกปิดริมฝีปากดำคล้ำ สีแน่นชัด ติดทนนาน,https://s2.konvy.com/static/team/2022/0905/16623626458390.jpg,"[(223, 88, 84)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Serum Tint Oil 3g #12 Sweet Burgundy,4U2 Serum Tint Oil 3g #12 Sweet Burgundy ลิปทินท์เนื้อฉ่ำวาว จากโฟร์ยูทู เติมสีสันให้เรียวปากสวยดูสุขภาพดี เนื้อบางเบา ด้วยสูตรพิเศษ Infuse Liquid Oil มอบความชุ่มชื้นฉ่ำวาวมีมิติ,https://s2.konvy.com/static/team/2023/1231/17040401993413.jpg,"[(168, 55, 79)]"
Cathy Doll,https://s2.konvy.com/static/category/2021/0224/16141539407049.jpg,Lips,Cathy Doll Vit C Water Tint 2.7g #02 Lychee,Cathy Doll Vit C Water Tint 2.7g #02 Lychee เรียวปากสวยสดใสด้วยลิปทินท์น้ำแร่ จากเคที่ ดอลล์ เกลี่ยง่าย เบาสบายไม่เหนียวเหนอะหนะ สีชัด ติดทนนานตลอดวัน พร้อมบำรุงขั้นสุดด้วยวิตามินซีเข้มข้น,https://s2.konvy.com/static/team/2022/0906/16624346977317.jpg,"[(215, 50, 83)]"
SASI,https://s2.konvy.com/static/category/2021/0510/16206364148516.jpg,Lips,SASI Sugar Rush Lip Tint Vol.2 2g #05 Watermelon,SASI Sugar Rush Lip Tint Vol.2 2g #05 Watermelon ลิปทินท์เนื้อน้ำ จากศศิ สีสวยชัด อัพเกรดจาก Sugar Rush Lip Tint รุ่นเดิม ให้สีสวย ชุ่มฉ่ำ สดใส ติดทนนานยิ่งขึ้น ถึง 12 ชั่วโมง พร้อมกลิ่นหอมของผลไม้ ที่ทาเมื่อไหร่ก็สดชื่นพร้อมสีสันที่สดใสยาวนาน,https://s2.konvy.com/static/team/2023/1026/16982902584114.jpg,"[(222, 30, 55)]"
