brand,logo,category,name,description,image,color
Cathy Doll,https://s2.konvy.com/static/category/2021/0224/16141539407049.jpg,Lips,Cathy Doll Wanna Shine Lipstick 3g #09 Iconic Fairy,Cathy Doll Wanna Shine Lipstick 3g #09 Iconic Fairy ลิปสติกเนื้อวาว จากเคที่ ดอลล์ สัมผัสเนียนลื่น พร้อมเติมสีสันให้เรียวปากดูระเรื่ออย่างเป็นธรรมชาติ เปลี่ยนริมฝีปากคล้ำให้ดูสุขภาพดี มอบกลิ่นหอมละมุนอ่อนๆ น่าหลงใหล,https://s2.konvy.com/static/team/2023/0627/16878554729889.jpg,"[(223, 120, 117)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 My Mate Gloss & Matte 3g #13 Simple Lady,4U2 My Mate Gloss & Matte 3g #13 Simple Lady ลิควิดลิปสติก จากโฟร์ยูทู ที่มาพร้อม 2 เนื้อสัมผัส มอบสัมผัสการทาที่เรียบลื่น ประกอบด้วยลิปเนื้อแมทให้สีสันสดชัด ติดทนนาน ไม่เลอะเลือนระหว่างวัน และลิปกลอสฉ่ำวาว เปล่งประกาย สัมผัสเบาสบาย,https://s2.konvy.com/static/team/2023/0411/16811831592646.jpg,"[(187, 60, 65)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 You're Mine Powder Lipstick 3.5g #07 Every Reason,4U2 You're Mine Powder Lipstick 3.5g #07 Every Reason ลิปสติกเนื้อ Powdery Matte สัมผัสเนียนนุ่ม บางเบา จากโฟร์ยูทู ติดทนนานแต่ไม่ทำให้ริมฝีปากแห้งกร้าน อัดแน่นด้วยอนุภาคเม็ดสีที่เนียนละเอียด ทาชัดในปาดเดียว ไม่ตกร่อง,https://s2.konvy.com/static/team/2023/0726/16903634818354.jpg,"[(219, 139, 144)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Better Half Duo Lip 2.4g #07 Let Us Be,4U2 Better Half Duo Lip 2.4g #07 Let Us Be ลิปสติก 2in1 จากโฟร์ยูทู ประกอบด้วยลิปแมทและลิปกลอสในแท่งเดียว เนื้อนุ่มลื่นเนียนไปกับริมฝีปาก ไม่เป็นคราบ มอบสีสวยชัด เนื้อลิปกลอสใส ที่ช่วยเคลือบริมฝีปากให้เงางางาม และล็อคสีลิปสติกให้ติดทนยาวนาน ไม่เลอะเลือนระหว่างวัน,https://s2.konvy.com/static/team/2024/0326/17114428311595.jpg,"[(233, 116, 136)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Better Half Duo Lip 2.4g #08 Special One,4U2 Better Half Duo Lip 2.4g #08 Special One ลิปสติก 2in1 จากโฟร์ยูทู ประกอบด้วยลิปแมทและลิปกลอสในแท่งเดียว เนื้อนุ่มลื่นเนียนไปกับริมฝีปาก ไม่เป็นคราบ มอบสีสวยชัด เนื้อลิปกลอสใส ที่ช่วยเคลือบริมฝีปากให้เงางางาม และล็อคสีลิปสติกให้ติดทนยาวนาน ไม่เลอะเลือนระหว่างวัน,https://s2.konvy.com/static/team/2024/0326/17114428488355.jpg,"[(220, 128, 131)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Better Half Duo Lip 2.4g #17 Than the Best,4U2 Better Half Duo Lip 2.4g #17 Than the Best ลิปสติก 2in1 จากโฟร์ยูทู ประกอบด้วยลิปแมทและลิปกลอสในแท่งเดียว เนื้อนุ่มลื่นเนียนไปกับริมฝีปาก ไม่เป็นคราบ มอบสีสวยชัด เนื้อลิปกลอสใส ที่ช่วยเคลือบริมฝีปากให้เงางางาม และล็อคสีลิปสติกให้ติดทนยาวนาน ไม่เลอะเลือนระหว่างวัน,https://s2.konvy.com/static/team/2024/0326/17114430898853.jpg,"[(212, 90, 92)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Harder-X 3g #01 Love Like This,4U2 Harder-X 3g #01 Love Like This ลิควิดลิปสติก เนื้อแมทสูตรใหม่ จากโฟร์ยูทู พิเศษด้วยเทคโนโลยี Ultimate Soft Matte ให้สัมผัสแมทเนียนนุ่ม บางเบา เกลี่ยง่าย ไม่ตกร่อง ช่วยเบลอร่องริมฝีปาก เม็ดสีชัด กลบสีปากมิด และติดทนนานตลอดวัน,https://s2.konvy.com/static/team/2024/0423/17138693631637.jpg,"[(238, 134, 124)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Harder-X 3g #12 Don’T Stop,4U2 Harder-X 3g #12 Don’T Stop ลิควิดลิปสติก เนื้อแมทสูตรใหม่ จากโฟร์ยูทู พิเศษด้วยเทคโนโลยี Ultimate Soft Matte ให้สัมผัสแมทเนียนนุ่ม บางเบา เกลี่ยง่าย ไม่ตกร่อง ช่วยเบลอร่องริมฝีปาก เม็ดสีชัด กลบสีปากมิด และติดทนนานตลอดวัน,https://s2.konvy.com/static/team/2024/0423/17138691814838.jpg,"[(208, 77, 69)]"
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,Lips,4U2 Harder-X 3g #18 Side To Side,4U2 Harder-X 3g #18 Side To Side ลิควิดลิปสติก เนื้อแมทสูตรใหม่ จากโฟร์ยูทู พิเศษด้วยเทคโนโลยี Ultimate Soft Matte ให้สัมผัสแมทเนียนนุ่ม บางเบา เกลี่ยง่าย ไม่ตกร่อง ช่วยเบลอร่องริมฝีปาก เม็ดสีชัด กลบสีปากมิด และติดทนนานตลอดวัน,https://s2.konvy.com/static/team/2024/0423/17138686857530.jpg,"[(180, 47, 74)]"
Laka,https://s2.konvy.com/static/category/2024/0209/17074542999380.jpg,Lips,Laka Bonding Glow Lipstick 3.7g #201 Miro,Laka Bonding Glow Lipstick 3.7g #201 Miro ลิปสติกเนื้อโกลว์ จากลากะ ที่ช่วยให้ริมฝีปากเงาแวววาว ได้รับแรงบันดาลใจจากสีน้ำ ที่มอบความฉ่ำเงา แต่ก็ให้ความคงทนได้อย่างยาวนาน,https://s2.konvy.com/static/team/2024/0208/17073736609588.jpg,"[(195, 67, 77)]"
